Ref_ID,Cross_Ref_ID,Title,Authors,Year,Journal,Volume,Start_page,End_page,PubMed,Comment,Tissue_processing,Start_material,Prescreening,Material_sequenced,exon2,exon3,exon4,exon5,exon6,exon7,exon8,exon9,exon10,exon11,Exclude_analysis,WGS_WXS
401,,Differentiation stages of childhood acute lymphoblastic leukemias with p53 mutations,Felix CA;Wasserman R;Lange BJ;Brown DL;Nau MM;Cole DE;Minna JD;Poplack DG;,1994,Leukemia,8,963,967,0008207991,,,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
402,,Tumor cell-specific loss of p53 protein in a unique in vitro model of human breast tumor progression,Liu XL;Band H;Gao Q;Wazer DE;Chu Q;Band V;,1994,Carcinogenesis,15,1969,1973,0007923592,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
403,,p53 mutations are confined to the comedo type ductal carcinoma in situ of the breast. Immunohistochemical and sequencing data,O'Malley FP;Vnencak-Jones CL;Dupont WD;Parl F;Manning S;Page DL;,1994,Lab Invest,71,67,72,0008041120,,fixed,DNA,SSCP/IHC,direct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No
404,112,Detection of serum anti p53 antibodies and their correlation with p53 mutations in myelodysplastic syndromes and acute myeloid leukemia,Preudhomme C;Lubin R;Lepelley P;Vanrumbeke M;Fenaux P;,1994,Leukemia,8,1589,1591,0008090036,"See also ref 236, 262, 418 and 441",,,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
405,,Genetic alterations in p53 and K-ras,Ridanpaa M;Karjalainen A;,1994,Int J Oncol,5,1109,1117,NA,,fixed,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
406,64,p53 gene mutations in breast cancers in midwestern US women: null as well as missense-type mutations are associated with poor prognosis,Saitoh S;Cunningham J;De Vries EM;McGovern RM;Schroeder JJ;Hartmann A;Blaszyk H;Wold LE;Schaid D;Sommer SS;,1994,Oncogene,9,2869,2875,0008084591,"See ref 73, 467, 613 and 1642",frozen,DNA,ddF,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
407,,p53 mutations and microsatellite instability in sporadic gastric cancer: when guardians fail,Strickler JG;Zheng J;Shu Q;Burgart LJ;Alberts SR;Shibata D;,1994,Cancer Res,54,4750,4755,0008062274,,fixed,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
408,,p53 mutations in lung cancers from Japanese mustard gas workers,Takeshima Y;Inai K;Bennett WP;Metcalf RA;Welsh JA;Yonehara S;Hayashi Y;Fujihara M;Yamakido M;Akiyama M;,1994,Carcinogenesis,15,2075,2079,0007955036,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
409,,p53 gene mutations in human prostate cancers in Japan: different mutation spectra between Japan and western countries,Watanabe M;Ushijima T;Kakiuchi H;Shiraishi T;Yatani R;Shimazaki J;Kotake T;Sugimura T;Nagao M;,1994,Jpn J Cancer Res,85,904,910,0007961118,,fixed/frozen,DNA,SSCP,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
410,,Point mutations and allelic loss in the TP53 locus of cutaneous malignant melanomas,Weiss J;Cavenee WK;Herbst RA;Jung EG;Arden KC;,1994,Arch Dermatol Res,286,417,419,0007818283,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
412,,p53 oncogene mutations in three human prostate cancer cell lines,Carroll AG;Voeller HJ;Sugars L;Gelmann EP;,1993,Prostate,23,123,134,0008104329,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
413,,Comparative analysis of mutations in the p53 and K-ras genes in pancreatic cancer,Berrozpe G;Schaeffer J;Peinado MA;Real FX;Perucho M;,1994,Int J Cancer,58,185,191,0008026879,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
414,,Analysis of p53 status in tonsillar carcinomas associated with human papillomavirus,Snijders PJ;Steenbergen RD;Top B;Scott SD;Meijer CJ;Walboomers JM;,1994,J Gen Virol,75,2769,2775,0007931165,,,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
415,,p53 gene mutation in human borderline epithelial ovarian tumors,Wertheim I;Muto MG;Welch WR;Bell DA;Berkowitz RS;Mok SC;,1994,J Natl Cancer Inst,86,1549,1551,0007932812,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
416,,p53 gene mutations in human skin cancers and precancerous lesions: comparison with immunohistochemical analysis,Kubo Y;Urano Y;Yoshimoto K;Iwahana H;Fukuhara K;Arase S;Itakura M;,1994,J Invest Dermatol,102,440,444,0008151121,,fixed/frozen,DNA,SSCP,direct,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
418,112,Detection of p53 mutations in hematological malignancies: comparison between immunocytochemistry and DNA analysis,Lepelley P;Preudhomme C;Vanrumbeke M;Quesnel B;Cosson A;Fenaux P;,1994,Leukemia,8,1342,1349,0008057671,"See also ref 236, 262, 404 and 441",,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
419,,p53 gene mutations as markers of tumor spread in synchronous oral cancers,Koch WM;Boyle JO;Mao L;Hakim J;Hruban RH;Sidransky D;,1994,Arch Otolaryngol Head Neck Surg,120,943,947,0008074821,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
420,,p53 mutations in flat- and polypoid-type colorectal tumors detected by temperature-gradient gel electrophoresis,Yamamura-Idei Y;Satonaka K;Fujimori T;Maeda S;Chiba T;,1994,Dig Dis Sci,39,2043,2048,0008082516,,,DNA,TTGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
421,221,Maintenance of identical p53 mutations throughout progression of squamous cell carcinomas of the tongue,Burns JE;McFarlane R;Clark LJ;Mitchell R;Robertson G;Soutar D;Parkinson EK;,1994,Eur J Cancer B Oral Oncol,,335,337,0007703803,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
422,,Inactivation of the p53 gene by either mutation or HPV infection is extremely frequent in human oral squamous cell carcinoma cell lines,Min BM;Baek JH;Shin KH;Gujuluva CN;Cherrick HM;Park NH;,1994,Eur J Cancer B Oral Oncol,,338,345,0007703804,,frozen,RNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
423,,p53 gene mutation and mdm2 gene amplification are uncommon in medulloblastoma,Adesina AM;Nalbantoglu J;Cavenee WK;,1994,Cancer Res,54,5649,5651,0007923211,,,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
424,154,Immunohistochemical analysis of p53 in gynecologic tumors,Inoue M;Fujita M;Enomoto T;Morimoto H;Monden T;Shimano T;Tanizawa O;,1994,Am J Clin Pathol,102,665,670,0007942634,Some data in ref 154 & 218,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
425,,Clinical significance of p53 mutations in relapsed T-cell acute lymphoblastic leukemia,Diccianni MB;Yu J;Hsiao M;Mukherjee S;Shao LE;Yu AL;,1994,Blood,84,3105,3112,0007949183,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
426,,Pathogenetic significance of p53 and c-Ki-ras gene mutations and human papillomavirus DNA integration in adenocarcinoma of the uterine cervix and uterine isthmus,Jiko K;Tsuda H;Sato S;Hirohashi S;,1994,Int J Cancer,59,601,606,0007960232,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
427,,In frame deletion of intron 7 in the p53 gene in a human tonsil tumor,Magnusson KP;Berke Z;Munck-Wikland E;Lewensohn-fuchs I;Klein G;Dallianis T;Wiman KG;,1995,Int J Oncol,6,27,29,21556496,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
428,,p53 proteins accumulated by heat stress associate with heat shock proteins HSP72/HSC73 in human glioblastoma cell lines,Matsumoto H;Shimura M;Omatsu T;Okaichi K;Majima H;Ohnishi T;,1994,Cancer Lett,87,39,46,0007954368,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
429,,A molecular study of EBV DNA and p53 mutations in nasopharyngeal carcinoma of Saudi Arab patients,Nasrin N;Taiba K;Hannan N;Hannan M;al Sedairy S;,1994,Cancer Lett,82,189,198,0007914150,,frozen,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
430,,Analysis of the p53 gene in human precancerous actinic keratosis lesions and squamous cell cancers,Nelson MA;Einspahr JG;Alberts DS;Balfour CA;Wymer JA;Welch KL;Salasche SJ;Bangert JL;Grogan TM;Bozzo PO;,1994,Cancer Lett,85,23,29,0007923098,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
431,,Alteration of p53 gene in ovarian carcinoma: clinicopathological correlation and prognostic significance,Niwa K;Itoh M;Murase T;Morishita S;Itoh N;Mori H;Tamaya T;,1994,Br J Cancer,70,1191,1197,0007981076,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
432,,Different mutations of the p53 gene in nodule-in-nodule hepatocellular carcinoma as a evidence for multistage progression,Oda T;Tsuda H;Sakamoto M;Hirohashi S;,1994,Cancer Lett,83,197,200,0008062215,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
433,,p53 mutant His175 identified in a newly established fallopian tube carcinoma cell line secreting interleukin 6,Runnebaum IB;Tong XW;Mobus VJ;Kieback DG;Rosenthal HE;Kreienberg R;,1994,FEBS Lett,353,29,32,0007926016,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
434,,K-ras and p53 alterations in genomic DNA and transcripts of human pancreatic adenocarcinoma cell lines,Suwa H;Yoshimura T;Yamaguchi N;Kanehira K;Manabe T;Imamura M;Hiai H;Fukumoto M;,1994,Jpn J Cancer Res,85,1005,1014,0007961102,,frozen,RNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
435,,High frequency of p53 abnormality in laryngeal cancers of heavy smokers and its relation to human papillomavirus infection,Suzuki T;Shidara K;Hara F;Nakajima T;,1994,Jpn J Cancer Res,85,1087,1093,0007829392,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
436,,Aberrations of the tumor suppressor p53 gene and p53 protein in solar keratosis in human skin,Taguchi M;Watanabe S;Yashima K;Murakami Y;Sekiya T;Ikeda S;,1994,J Invest Dermatol,103,500,503,0007930674,,,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
437,,Nuclear accumulation of p53 protein correlates with mutations in the p53 gene on archival paraffin-embedded tissues of human breast cancer,Umekita Y;Kobayashi K;Saheki T;Yoshida H;,1994,Jpn J Cancer Res,85,825,830,0007928628,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
438,,TP53 gene mutations and CCND1 gene amplification in head and neck squamous cell carcinoma cell lines,Xu L;Davidson BJ;Murty VV;Li RG;Sacks PG;Garin-Chesa P;Schantz SP;Chaganti RS;,1994,Int J Cancer,59,383,387,0007927946,,fresh,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
439,,p53 mutations in larynx cancer,Zhang LF;Hemminki K;Szyfter K;Szyfter W;Soderkvist P;,1994,Carcinogenesis,15,2949,2951,0008001261,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
440,,Sunburn and p53 in the onset of skin cancer,Ziegler A;Jonason AS;Leffell DJ;Simon JA;Sharma HW;Kimmelman J;Remington L;Jacks T;Brash DE;,1994,Nature,372,773,776,0007997263,,frozen,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
441,112,p53 mutations are associated with resistance to chemotherapy and short survival in hematologic malignancies,Wattel E;Preudhomme C;Hecquet B;Vanrumbeke M;Quesnel B;Dervite I;Morel P;Fenaux P;,1994,Blood,84,3148,3157,0007949187,"See also ref 236, 262, 404 and 418",,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
443,,p53 mutation in the myelodysplastic syndromes,Adamson DJ;Dawson AA;Bennett B;King DJ;Haites NE;,1995,Br J Haematol,89,61,66,0007833278,,fresh/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
444,,"High incidence of p53 alterations (mutation, deletion, overexpression) in head and neck primary tumors and metastases; absence of correlation with clinical outcome. Frequent protein overexpression in normal epithelium and in early non-invasive lesions",Ahomadegbe JC;Barrois M;Fogel S;Le Bihan ML;Douc-Rasy S;Duvillard P;Armand JP;Riou G;,1995,Oncogene,10,1217,1227,0007700647,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
445,,Mutations of the p53 gene in male breast cancer,Anelli A;Anelli TF;Youngson B;Rosen PP;Borgen PI;,1995,Cancer,75,2233,2238,0007712430,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
446,,Clonal expansion and attenuated apoptosis in Wilms' tumors are associated with p53 gene mutations,Bardeesy N;Beckwith JB;Pelletier J;,1995,Cancer Res,55,215,219,0007812946,,fixed,DNA,SSCP,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
447,447,Novel pattern of p53 gene mutations in an American black cohort with high mortality from breast cancer,Blaszyk H;Vaughn CB;Hartmann A;McGovern RM;Schroeder JJ;Cunningham J;Schaid D;Sommer SS;Kovach JS;,1994,Lancet,343,1195,1197,0007909871,See ref 467,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
448,,Association between cigarette smoking and mutation of the p53 gene in squamous-cell carcinoma of the head and neck,Brennan JA;Boyle JO;Koch WM;Goodman SN;Hruban RH;Eby YJ;Couch MJ;Forastiere AA;Sidransky D;,1995,N Engl J Med,332,712,717,0007854378,,frozen,DNA,none,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
449,,Mutation of the p53 gene precedes aneuploid clonal divergence in colorectal carcinoma,Carder PJ;Cripps KJ;Morris R;Collins S;White S;Bird CC;Wyllie AH;,1995,Br J Cancer,71,215,218,0007841032,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
450,,P53 alterations show significant correlation with gene amplification and high S-phase index in breast cancer,Cervantes M;Zhou H;Sahin A;Dhingra K;Valero V;Ordonez N;El-Naggar A;Hess K;Glassman A;Sen S;,1995,Int J Oncol,6,955,962,21556624,,fresh,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
451,,Mutations clustered in exon 5 of the p53 gene in primary nasopharyngeal carcinomas from southeastern Asia,Chakrani F;Armand JP;Lenoir G;Ju LY;Liang JP;May E;May P;,1995,Int J Cancer,61,316,320,0007729941,,frozen,DNA,SSCP,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
452,,p53 mutations in bladder carcinoma cell lines,Cooper MJ;Haluschak JJ;Johnson D;Schwartz S;Morrison LJ;Lippa M;Hatzivassiliou G;Tan J;,1994,Oncol Res,6,569,579,0007787250,,fresh,RNA,none,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
453,,p53 gene point mutations in relation to p53 nuclear protein accumulation in colorectal cancers,Costa A;Marasca R;Valentinis B;Savarino M;Faranda A;Silvestrini R;Torelli G;,1995,J Pathol,176,45,53,0007616356,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
454,,A study of stabilisation of p53 protein versus point mutation in colorectal carcinoma,Cripps KJ;Purdie CA;Carder PJ;White S;Komine K;Bird CC;Wyllie AH;,1994,Oncogene,9,2739,2743,0008058340,,,DNA,SSCP,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
455,,TP53 gene mutations in gastric carcinoma detected by polymerase chain reaction/single-strand conformation polymorphism analysis of archival material,D'Andrea E;Baffa R;Menin C;Montagna M;Rugge M;Chieco-Bianchi L;,1995,J Cancer Res Clin Oncol,121,79,83,0007883779,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
456,,Alteration of the p53 tumor suppressor gene and activation of c-K-ras-2 protooncogene in endometrial adenocarcinoma from Colorado,Enomoto T;Fujita M;Inoue M;Nomura T;Shroyer KR;,1995,Am J Clin Pathol,103,224,230,0007856567,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
457,,Screening for p53 gene mutations in archived tumors of workers occupationally exposed to carcinogens: examples from analysis of bladder tumors,Esteve A;Sorlie T;Martel-Planche G;Hollstein M;Kusters I;Lewalter J;Vineis P;Stephan-Odenthal M;Montesano R;,1995,J Occup Environ Med,37,59,68,0007620944,,fixed,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
458,,Characterization of a new p53-mutated and HPV-negative human squamous cell cervical carcinoma-derived cell line,Fogel S;Ahomadegbe JC;Le Bihan ML;Barrois M;Riou G;,1995,Int J Oncol,6,681,686,21556589,,,RNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
459,459,Multiple genetic lesions in laryngeal squamous cell carcinomas,Fracchiolla NS;Pignataro L;Capaccio P;Trecca D;Boletini A;Ottaviani A;Polli E;Maiolo AT;Neri A;,1995,Cancer,75,1292,1301,0007882279,See ref 2003,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
460,,Analysis of the p53 gene in relation to tobacco and alcohol in cancers of the upper aero-digestive tract,Franceschi S;Gloghini A;Maestro R;Barzan L;Bidoli E;Talamini R;Vukosavljevic T;Carbone A;Boiocchi M;,1995,Int J Cancer,60,872,876,0007896460,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
461,,Alteration of the p53 tumor suppressor gene occurs independently of K- ras activation and more frequently in serous adenocarcinomas than in other common epithelial tumors of the human ovary,Fujita M;Enomoto T;Inoue M;Tanizawa O;Ozaki M;Rice JM;Nomura T;,1994,Jpn J Cancer Res,85,1247,1256,0007852189,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
462,,Novel small deletions of the p53 gene in late-stage B-cell chronic lymphocytic leukaemia,Gandini D;Aguiari GL;Cuneo A;Piva R;Castoldi GL;del Senno L;,1994,Br J Haematol,88,881,885,0007819113,,,DNA/RNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
463,,Overexpression of the MDM2 gene by childhood acute lymphoblastic leukemia cells expressing the wild-type p53 gene,Zhou M;Yeager AM;Smith SD;Findley HW;,1995,Blood,85,1608,1614,0007888679,,,,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
464,464,"Gender comparisons in human lung cancer: analysis of p53 mutations, anti-p53 serum antibodies and C-erbB-2 expression",Guinee DG;Travis WD;Trivers GE;De Benedetti VM;Cawley H;Welsh JA;Bennett WP;Jett J;Colby TV;Tazelaar H;,1995,Carcinogenesis,16,993,1002,0007767998,Updated with ref 678 and add info from D. Guinee; see ref 2150,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
465,,Molecular epidemiology of acute lymphoblastic leukemia in Egypt,Hamdy N;Bhatia K;Shaker H;Kamel A;Nazli-Giad eM;Abou-Enein M;Yassin D;el Sharkawy N;Magrath I;,1995,Leukemia,9,194,202,0007845017,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
466,,Novel pattern of P53 mutation in breast cancers from Austrian women (published erratum appears in J Clin Invest 1995 Jun;95(6):2991),Hartmann A;Rosanelli G;Blaszyk H;Cunningham JM;McGovern RM;Schroeder JJ;Schaid DJ;Kovach JS;Sommer SS;,1995,J Clin Invest,95,686,689,0007598762,,frozen,DNA,ddF,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
467,447,p53 gene mutations inside and outside of exons 5-8: the patterns differ in breast and other cancers,Hartmann A;Blaszyk H;McGovern RM;Schroeder JJ;Cunningham J;De Vries EM;Kovach JS;Sommer SS;,1995,Oncogene,10,681,688,0007862445,"See also ref 64, 73, 406, 601, 613 & 1642",frozen,DNA,ddF,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
468,,"Mutations of the K-ras and p53 genes in gastric adenocarcinomas from a high-incidence region around Florence, Italy",Hongyo T;Buzard GS;Palli D;Weghorst CM;Amorosi A;Galli M;Caporaso NE;Fraumeni JF;Rice JM;,1995,Cancer Res,55,2665,2672,0007780983,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
469,,"Frame-shift mutation and reduced transcript of p53 gene in a renal cell carcinoma cell line, RCC23",Horikawa I;Suzuki M;Yoshida MA;Oshimura M;,1995,Hum Mol Genet,4,771,773,0007633433,,,RNA,none,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
470,,Prognostic significance of p53 and ras gene abnormalities in lung adenocarcinoma patients with stage I disease after curative resection,Isobe T;Hiyama K;Yoshida Y;Fujiwara Y;Yamakido M;,1994,Jpn J Cancer Res,85,1240,1246,0007852188,,fixed,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
471,,"p53 mutations in ovarian tumors, detected by temperature-gradient gel electrophoresis, direct sequencing and immunohistochemistry",Kappes S;Milde-Langosch K;Kressin P;Passlack B;Dockhorn-Dworniczak B;Rohlke P;Loning T;,1995,Int J Cancer,64,52,59,0007665249,,frozen,DNA,TTGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
472,,Mutations of the p53 and ras genes in childhood t(1;19)-acute lymphoblastic leukemia,Kawamura M;Kikuchi A;Kobayashi S;Hanada R;Yamamoto K;Horibe K;Shikano T;Ueda K;Hayashi K;Sekiya T;,1995,Blood,85,2546,2552,0007727782,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
473,,Expression and mutation analysis of the p53 gene in uterine papillary serous carcinoma,King SA;Adas AA;LiVolsi VA;Takahashi H;Behbakht K;McGovern P;Benjamin I;Rubin SC;Boyd J;,1995,Cancer,75,2700,2705,0007743473,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
474,,Mutations in the p53 gene are not limited to classic 'hot spots' and are not predictive of p53 protein expression in high-grade non- Hodgkin's lymphoma,Kocialkowski S;Pezzella F;Morrison H;Jones M;Laha S;Harris AL;Mason DY;Gatter KC;,1995,Br J Haematol,89,55,60,0007833277,,frozen,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
475,,"p53 mutations occur in clinical, but not latent, human prostate carcinoma",Konishi N;Hiasa Y;Hayashi I;Matsuda H;Tsuzuki T;Ming T;Kitahori Y;Shiraishi T;Yatani R;Shimazaki J;,1995,Jpn J Cancer Res,86,57,63,0007737911,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
476,,p53 mutations in human bladder cancer,Kusser WC;Miao X;Glickman BW;Friedland JM;Rothman N;Hemstreet GP;Mellot J;Swan DC;Schulte PA;Hayes RB;,1994,Environ Mol Mutagen,24,156,160,0007957118,,frozen,DNA,SSCP/MDE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
477,,Variation of p53 mutational spectra between carcinoma of the upper and lower respiratory tract,Law JC;Whiteside TL;Gollin SM;Weissfeld J;El Ashmawy L;Srivastava S;Landreneau RJ;Johnson JT;Ferrell RE;,1995,Clin Cancer Res,1,763,768,0009816043,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
