Ref_ID,Cross_Ref_ID,Title,Authors,Year,Journal,Volume,Start_page,End_page,PubMed,Comment,Tissue_processing,Start_material,Prescreening,Material_sequenced,exon2,exon3,exon4,exon5,exon6,exon7,exon8,exon9,exon10,exon11,Exclude_analysis,WGS_WXS
1909,,p53 gene mutations are rare in human papillomavirus-associated colon cancer,Buyru N;Budak M;Yazici H;Dalay N;,2003,Oncol Rep,10,2089,2092,14534749,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1910,1910,"The expression of PAX5, p53 immunohistochemistry and p53 mutation analysis in superficial bladder carcinoma tissue. Correlation with pathological findings and clinical outcome",Babjuk M;Soukup V;Mares J;Duskova J;Sedlacek Z;Trkova M;Pecen L;Dvoracek J;Hanus T;Kocvara R;Novak J;Povysil C;,2003,Int Urol Nephrol,34,495,501,14577491,See ref  2129,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1911,,Histogenesis of hepatoid adenocarcinoma of the stomach: molecular evidence of identical origin with coexistent tubular adenocarcinoma,Akiyama S;Tamura G;Endoh Y;Fukushima N;Ichihara Y;Aizawa K;Kawata S;Motoyama T;,2003,Int J Cancer,106,510,515,12845645,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1912,,Granular cell astrocytomas show a high frequency of allelic loss but are not a genetically defined subset,Castellano-Sanchez AA;Ohgaki H;Yokoo H;Scheithauer BW;Burger PC;Hamilton RL;Finkelstein SD;Brat DJ;,2003,Brain Pathol,13,185,194,12744472,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1913,,p53 mutation and MDM2 amplification in inflammatory myofibroblastic tumours,Yamamoto H;Oda Y;Saito T;Sakamoto A;Miyajima K;Tamiya S;Tsuneyoshi M;,2003,Histopathology,42,431,439,12713619,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1916,,"TP53, p14ARF, p16INK4a and H-ras gene molecular analysis in intestinal-type adenocarcinoma of the nasal cavity and paranasal sinuses",Perrone F;Oggionni M;Birindelli S;Suardi S;Tabano S;Romano R;Moiraghi ML;Bimbi G;Quattrone P;Cantu G;Pierotti MA;Licitra L;Pilotti S;,2003,Int J Cancer,105,196,203,12673679,,fixed,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1918,,"TP53 mutations in early-stage ovarian carcinoma, relation to long-term survival",Wang Y;Helland A;Holm R;Skomedal H;Abeler VM;Danielsen HE;Trope CG;Borresen-Dale AL;Kristensen GB;,2004,Br J Cancer,90,678,685,14760384,Only mutations in exons 5-8 were sequenced,fixed,DNA,TTGE,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1919,,Human papillomavirus type 16 and TP53 mutation in oral cancer: matched analysis of the IARC multicenter study,Dai M;Clifford GM;le Calvez F;Castellsague X;Snijders PJ;Pawlita M;Herrero R;Hainaut P;Franceschi S;,2004,Cancer Res,64,468,471,14744758,additional data and annotations from authors,,DNA,DHPLC,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1920,,"RAS, FLT3, and TP53 mutations in therapy-related myeloid malignancies with abnormalities of chromosomes 5 and 7",Side LE;Curtiss NP;Teel K;Kratz C;Wang PW;Larson RA;Le Beau MM;Shannon KM;,2004,Genes Chromosomes Cancer,39,217,223,14732923,,,DNA,SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1921,,Inhibition of mutant p53 expression and growth of DMS-153 small cell lung carcinoma by antagonists of growth hormone-releasing hormone and bombesin,Kanashiro CA;Schally AV;Groot K;Armatis P;Bernardino AL;Varga JL;,2003,Proc Natl Acad Sci U S A,100,15836,15841,14660794,,fresh,RNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1922,,Retention of the arginine allele in codon 72 of the p53 gene correlates with poor apoptosis in head and neck cancer,Schneider-Stock R;Mawrin C;Motsch C;Boltze C;Peters B;Hartig R;Buhtz P;Giers A;Rohrbeck A;Freigang B;Roessner A;,2004,Am J Pathol,164,1233,1241,15039212,,,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1923,,Characterization of p53 gene mutations in a Brazilian population with oral squamous cell carcinomas,Chaves AC;Cherubini K;Herter N;Furian R;Santos DS;Squier C;Domann FE;,2004,Int J Oncol,24,295,303,14719105,,fixed/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,No
1924,,Analysis of the p16INK4 and TP53 tumor suppressor genes in bone sarcoma pediatric patients,Patino-Garcia A;Sierrasesumaga L;,1997,Cancer Genet Cytogenet,98,50,55,9309118,,fixed/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1925,,Genetic pathways to glioblastoma: a population-based study,Ohgaki H;Dessen P;Jourde B;Horstmann S;Nishikawa T;Di Patre PL;Burkhard C;Schuler D;Probst-Hensch NM;Maiorka PC;Baeza N;Pisani P;Yonekawa Y;Yasargil MG;Lutolf UM;Kleihues P;,2004,Cancer Res,64,6892,6899,15466178,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1926,,"Population-based study on incidence, survival rates, and genetic alterations of low-grade diffuse astrocytomas and oligodendrogliomas",Okamoto Y;Di Patre PL;Burkhard C;Horstmann S;Jourde B;Fahey M;Schuler D;Probst-Hensch NM;Yasargil MG;Yonekawa Y;Lutolf UM;Kleihues P;Ohgaki H;,2004,Acta Neuropathol (Berl ),108,49,56,15118874,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1927,,p53 analysis in gallbladder cancer: comparison of gene analysis versus immunohistochemistry,Puhalla H;Kandioler D;Ludwig C;Filipits M;Wrba F;Laengle F;Jakesz R;Gruenberger T;,2004,Anticancer Res,24,1201,1206,15154647,,fixed,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1928,1848,Characterisation of TP53 abnormalities in chronic lymphocytic leukaemia,Thornton PD;Gruszka-Westwood AM;Hamoudi RA;Atkinson S;Kaczmarek P;Morilla RM;Hilditch BL;A'Hern R;Matutes E;Catovsky D;,2004,Hematol J,5,47,54,14745430,,fresh,DNA,IHC/FISH,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1929,,TP53 mutations in squamous-cell carcinomas of the conjunctiva: evidence for UV-induced mutagenesis,Ateenyi-Agaba C;Dai M;le Calvez F;Katongole-Mbidde E;Smet A;Tommasino M;Franceschi S;Hainaut P;Weiderpass E;,2004,Mutagenesis,19,399,401,15388813,,frozen,DNA,DHPLC,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1930,,High frequency of G/C transversion on p53 gene alterations in breast cancers from Taiwan,Chen FM;Hou MF;Wang JY;Chen TC;Chen DC;Huang SY;Chung YS;Lin SR;,2004,Cancer Lett,207,59,67,15050734,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1935,,Humoral response to p53 is associated with conserved domains II and IV mutations in human colorectal cancer: a case-control study in Taiwan,Wu CM;Tang R;Chen JR;Wu MC;Chien HT;Changchien CR;Hsieh LL;,2004,Oncol Rep,12,1045,1051,15492791,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1937,,"Mutational analysis of OGG1, MYH, MTH1 in FAP, HNPCC and sporadic colorectal cancer patients: R154H OGG1 polymorphism is associated with sporadic colorectal cancer patients",Kim IJ;Ku JL;Kang HC;Park JH;Yoon KA;Shin Y;Park HW;Jang SG;Lim SK;Han SY;Shin YK;Lee MR;Jeong SY;Shin HR;Lee JS;Kim WH;Park JG;,2004,Hum Genet,115,498,503,15449173,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1940,1940,P53 and K-ras mutations are frequent events in microscopically negative surgical margins from patients with nonsmall cell lung carcinoma,Jassem J;Jassem E;Jakobkiewicz-Banecka J;Rzyman W;Badzio A;Dziadziuszko R;Kobierska-Gulida G;Szymanowska A;Skrzypski M;Zylicz M;,2004,Cancer,100,1951,1960,15112277,See also ref 2336,fixed/frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1941,1941,Mutation and expression of the TP53 gene in early stage epithelial ovarian carcinoma,Leitao MM;Soslow RA;Baergen RN;Olvera N;Arroyo C;Boyd J;,2004,Gynecol Oncol,93,301,306,15099937,,fixed,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1943,,The ultraviolet fingerprint dominates the mutational spectrum of the p53 and Ha-ras genes in psoralen + ultraviolet A keratoses from psoriasis patients,Wolf P;Kreimer-Erlacher H;Seidl H;Back B;Soyer HP;Kerl H;,2004,J Invest Dermatol,122,190,200,14962108,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1944,,Molecular characterization of uterine clear cell carcinoma,An HJ;Logani S;Isacson C;Ellenson LH;,2004,Mod Pathol,17,530,537,14976538,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1945,,Loss of p53 transcriptional activity in hepatocellular carcinoma evaluated by yeast-based functional assay: comparison with p53 immunohistochemistry,Mitsumoto Y;Nakajima T;Marutani M;Kashiwazaki H;Moriguchi M;Kimura H;Okanoue T;Kagawa K;Tada M;,2004,Hum Pathol,35,350,356,15017592,,frozen,RNA,FASAY,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1947,,Mutational spectra of p53 in geographically localized esophageal squamous cell carcinoma groups in China,Cao W;Chen X;Dai H;Wang H;Shen B;Chu D;McAfee T;Zhang ZF;,2004,Cancer,101,834,844,15305417,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1948,,Clinical implications of p53 mutation analysis in bladder cancer tissue and urine sediment by functional assay in yeast,Schlichtholz B;Presler M;Matuszewski M;,2004,Carcinogenesis,25,2319,2323,15308588,,frozen,RNA,FASAY,cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1949,1949,"Effect of the codon 72 polymorphism (c.215G>C, p.Arg72Pro) in combination with somatic sequence variants in the TP53 gene on survival in patients with advanced ovarian carcinoma",Wang Y;Kringen P;Kristensen GB;Holm R;Baekelandt MM;Olivier M;Skomedal H;Hainaut P;Trope CG;Abeler VM;Nesland JM;Borresen-Dale AL;Helland A;,2004,Hum Mutat,24,21,34,15221786,See ref 2099,fixed/frozen,DNA,TTGE,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1950,,Genetic and immunophenotype analyses of TP53 in bladder cancer: TP53 alterations are associated with tumor progression,Erill N;Colomer A;Verdu M;Roman R;Condom E;Hannaoui N;Banus JM;Cordon-Cardo C;Puig X;,2004,Diagn Mol Pathol,13,217,223,15538112,,fixed,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1952,,Clinicopathologic significance and prognostic value of chromosomal imbalances in diffuse large B-cell lymphomas,Bea S;Colomo L;Lopez-Guillermo A;Salaverria I;Puig X;Pinyol M;Rives S;Montserrat E;Campo E;,2004,J Clin Oncol,22,3498,3506,15337798,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1956,,Detection and possible prognostic relevance of p53 gene mutations in diffuse large B-cell lymphoma. An analysis of 51 cases and review of the literature,Kerbauy FR;Colleoni GW;Saad ST;Regis Silva MR;Correa AA;Aguiar KC;Albuquerque DM;Kobarg J;Seixas MT;Kerbauy J;,2004,Leuk Lymphoma,45,2071,2078,15370252,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1957,,[Molecular biological and immunohistochemical analysis of tp53 in human ameloblastomas],Appel T;Gath R;Wernert N;Martini M;Berge S;,2004,Mund Kiefer Gesichtschir,8,167,172,15138854,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1958,,Genetic analysis of radiation-associated rectal cancer,Tsuji T;Sawai T;Nakagoe T;Hidaka S;Shibasaki S;Tanaka K;Nanashima A;Yamaguchi H;Yasutake T;Tagawa Y;,2004,J Gastroenterol,38,1185,1188,14714259,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1959,,Metaplastic mammary carcinoma with osteoclast-like giant cells: identical point mutation of p53 gene only identified in both the intraductal and sarcomatous components,Lee JS;Kim YB;Min KW;,2004,Virchows Arch,444,194,197,15046040,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1960,1785,Correlation between clinical characteristics and mitochondrial D-loop DNA mutations in hepatocellular carcinoma,Tamori A;Nishiguchi S;Nishikawa M;Kubo S;Koh N;Hirohashi K;Shiomi S;Inoue M;,2004,J Gastroenterol,39,1063,1068,15580399,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1961,,"Relationship between genetic polymorphisms of drug-metabolizing enzymes (CYP1A1, CYP2E1, GSTM1, and NAT2), drinking habits, histological subtypes, and p53 gene point mutations in Japanese patients with gastric cancer",Suzuki S;Muroishi Y;Nakanishi I;Oda Y;,2004,J Gastroenterol,39,220,230,15064998,,,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1962,,TP53 in gastric cancer: mutations in the l3 loop and LSH motif DNA-binding domains of TP53 predict poor outcome,Migliavacca M;Ottini L;Bazan V;Agnese V;Corsale S;Macaluso M;Lupi R;Dardanoni G;Valerio MR;Pantuso G;Di Fede G;Tomasino RM;Gebbia N;Mariani-Costantini R;Russo A;,2004,J Cell Physiol,200,476,485,15254976,,fresh,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1963,1108,Laser pressure catapulting (LPC): optimization LPC-system and genotyping of colorectal carcinomas,Bazan V;La Rocca G;Corsale S;Agnese V;Macaluso M;Migliavacca M;Gregorio V;Cascio S;Sisto PS;Di Fede G;Buscemi M;Fiorentino E;Passantino R;Morello V;Tomasino RM;Russo A;,2005,J Cell Physiol,202,503,509,15316933,"See also ref 1964, 2186",frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1964,1108,Heterogeneity within and between primary colorectal carcinomas and matched metastases as revealed by analysis of Ki-ras and p53 mutations,Albanese I;Scibetta AG;Migliavacca M;Russo A;Bazan V;Tomasino RM;Colomba P;Tagliavia M;La Farina M;,2004,Biochem Biophys Res Commun,325,784,791,15541358,"See also ref 1963, 2186",frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1965,,Carcinogenesis of gastric endocrine cell carcinoma: analysis of histopathology and p53 gene alteration,Nishikura K;Watanabe H;Iwafuchi M;Fujiwara T;Kojima K;Ajioka Y;,2003,Gastric Cancer,6,203,209,14716513,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1966,,Low-level microsatellite instability phenotype in sporadic glioblastoma multiforme,Martinez R;Schackert HK;Appelt H;Plaschke J;Baretton G;Schackert G;,2005,J Cancer Res Clin Oncol,131,87,93,15672285,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1968,,"Chemosensitivity and radiosensitivity profiles of four new human epithelial ovarian cancer cell lines exhibiting genetic alterations in BRCA2, TGFbeta-RII, KRAS2, TP53 and/or CDNK2A",Samouelian V;Maugard CM;Jolicoeur M;Bertrand R;Arcand SL;Tonin PN;Provencher DM;Mes-Masson AM;,2004,Cancer Chemother Pharmacol,54,497,504,15258697,,,DNA,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1969,1904,Association of p53 tumor suppressor gene with paraclinical and clinical modalities of gliomas patients in Malaysia,Yusoff AA;Abdullah J;Abdullah MR;Mohd Ariff AR;Isa MN;,2004,Acta Neurochir (Wien ),146,595,601,15168228,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1970,,p53 overexpression and mutation in metaplastic carcinoma of the breast: genetic evidence for a monoclonal origin of both the carcinomatous and the heterogeneous sarcomatous components,Lien HC;Lin CW;Mao TL;Kuo SH;Hsiao CH;Huang CS;,2004,J Pathol,204,131,139,15376261,,fixed,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1971,,Characterization of a new cytogenetic subtype of ductal breast carcinomas,Molist R;Remvikos Y;Dutrillaux B;Muleris M;,2004,Oncogene,23,5986,5993,15208688,,,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1972,,Cytogenetic profile of myelodysplastic syndromes with complex karyotypes: an analysis using spectral karyotyping,Martinez-Ramirez A;Urioste M;Alvarez S;Vizmanos JL;Calasanz MJ;Cigudosa JC;Benitez J;,2004,Cancer Genet Cytogenet,153,39,47,15325092,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1973,,Characterization of the human mandibular osteoblastic osteosarcoma cell line HOSM-2 after long-term culture,Narita M;Nomura J;Nakase M;Inui M;Murata T;Hamaguchi Y;Tagawa T;,2004,Oral Oncol,40,742,750,15172645,,,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1974,1818,Detection of p53 mutations in the plasma DNA of patients with ovarian cancer,Otsuka J;Okuda T;Sekizawa A;Amemiya S;Saito H;Okai T;Kushima M;,2004,Int J Gynecol Cancer,14,459,464,15228418,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1976,,Deregulation of the G1 to S-phase cell cycle checkpoint is involved in the pathogenesis of human osteosarcoma,Lopez-Guerrero JA;Lopez-Gines C;Pellin A;Carda C;Llombart-Bosch A;,2004,Diagn Mol Pathol,13,81,91,15167009,,frozen,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1977,,Alterations of the p16INK4a/p14ARF pathway in clear cell sarcoma,Takahira T;Oda Y;Tamiya S;Yamamoto H;Kawaguchi K;Kobayashi C;Iwamoto Y;Tsuneyoshi M;,2004,Cancer Sci,95,651,655,15298727,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1978,,"Inverse correlation of epidermal growth factor receptor messenger RNA induction and suppression of anchorage-independent growth by OSI-774, an epidermal growth factor receptor tyrosine kinase inhibitor, in glioblastoma multiforme cell lines",Halatsch ME;Gehrke EE;Vougioukas VI;Botefur IC;Borhani F;Efferth T;Gebhart E;Domhof S;Schmidt U;Buchfelder M;,2004,J Neurosurg,100,523,533,15035290,,,DNA,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1980,1871,"Mutations in TP53, but not FGFR3, in urothelial cell carcinoma of the bladder are influenced by smoking: contribution of exogenous versus endogenous carcinogens",Wallerand H;Bakkar AA;de Medina SG;Pairon JC;Yang YC;Vordos D;Bittard H;Fauconnet S;Kouyoumdjian JC;Jaurand MC;Zhang ZF;Radvanyi F;Thiery JP;Chopin DK;,2005,Carcinogenesis,26,177,184,15347601,,frozen,DNA,DHPLC,direct/cloned,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1981,,DHPLC is superior to SSCP in screening p53 mutations in esophageal cancer tissues,Yamanoshita O;Kubota T;Hou J;Ping YM;Zhang XL;Li XP;Li SS;Li XX;Zhu DC;Fukushima Y;Nakajima T;,2005,Int J Cancer,114,74,79,15523690,,,DNA,SSCP/DHPLC,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1982,,Genetic and expression profiles of cerebellar liponeurocytomas,Horstmann S;Perry A;Reifenberger G;Giangaspero F;Huang H;Hara A;Masuoka J;Rainov NG;Bergmann M;Heppner FL;Brandner S;Chimelli L;Montagna N;Jackson T;Davis DG;Markesbery WR;Ellison DW;Weller RO;Taddei GL;Conti R;Del Bigio MR;Gonzalez-Campora R;Radhakrishnan VV;Soylemezoglu F;Uro-Coste E;Qian J;Kleihues P;Ohgaki H;,2004,Brain Pathol,14,281,289,15446583,,fixed,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1983,,[Experimental study on p53 gene mutation in keloid fibroblasts],Liu W;Jiang YH;Li YL;Lin ZH;Jiang H;Tan Q;Zhang JL;Wang ZM;,2004,Zhonghua Shao Shang Za Zhi,20,85,87,15312469,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1984,,"Novel germline mutations in breast cancer susceptibility genes BRCA1, BRCA2 and p53 gene in breast cancer patients from India",Hedau S;Jain N;Husain SA;Mandal AK;Ray G;Shahid M;Kant R;Gupta V;Shukla NK;Deo SS;Das BC;,2004,Breast Cancer Res Treat,88,177,186,15564800,,frozen,DNA,SSCP,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,No
1985,,[Application of immunohistochemistry-laser microdissection-PCR technique in detecting p53 gene mutation in paraffin sections of gastric cancer],Xu JH;Chen LR;Wang HJ;Yao LF;,2004,Zhonghua Bing Li Xue Za Zhi,33,342,345,15363320,,,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1986,,Phenotypic and genotypic characterization of glioblastoma multiforme with epithelial differentiation and adenoid formations,du Plessis DG;Rutherfoord GS;Joyce KA;Walker C;,2004,Clin Neuropathol,23,141,148,15328877,,,,none,direct,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No
1987,1987,"Establishment and characterization of two cell lines (HEC-155, HEC-180) derived from uterine papillary serous adenocarcinoma",Iida T;Hamano M;Yoshida N;Yonamine K;Hayashi K;Kiguchi K;Ishizuka B;Nishimura Y;Arai T;Kawaguchi M;Hata H;Watanabe J;Kuramoto H;,2004,Eur J Gynaecol Oncol,25,423,427,15285295,See ref 2004,fresh,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1988,,A modified yeast assay used on archival samples of localized prostate cancer tissue improves the detection of p53 abnormalities and increases their predictive value,Shi XB;Gandour-Edwards R;Beckett LA;Deitch AD;Vere White RW;,2004,BJU Int,94,996,1002,15541116,,,DNA,FASAY/IHC+SSCP,cloned,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1990,1529,"Influence of GSTM1, GSTT1, GSTP1 and NAT2 genotypes on the p53 mutational spectrum in bladder tumours",Ryk C;Berggren P;Kumar R;Hemminki K;Larsson P;Steineck G;Lambert B;Hou SM;,2005,Int J Cancer,113,761,768,15499621,,frozen,DNA,SSCP,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1991,,Molecular genetic characterization of tamoxifen-associated endometrial cancer,Prasad M;Wang H;Douglas W;Barakat RR;Ellenson LH;,2005,Gynecol Oncol,96,25,31,15589576,,fixed,DNA,none,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1992,,"Prediction of TP53 status for primary cisplatin, fluorouracil, and leucovorin chemotherapy in ethmoid sinus intestinal-type adenocarcinoma",Licitra L;Suardi S;Bossi P;Locati LD;Mariani L;Quattrone P;Lo VS;Oggionni M;Olmi P;Cantu G;Pierotti MA;Pilotti S;,2004,J Clin Oncol,22,4901,4906,15611505,,fixed,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
1994,,Acquisition of i(8q) as an early event in malignant triton tumors,Magrini E;Pragliola A;Fantasia D;Calabrese G;Gaiba A;Farnedi A;Collina G;Pession A;,2004,Cancer Genet Cytogenet,154,150,155,15474151,,frozen,DNA,none,direct,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No
1995,,Aberrations of the Chk2 tumour suppressor in advanced urinary bladder cancer,Bartkova J;Guldberg P;Gronbaek K;Koed K;Primdahl H;Moller K;Lukas J;Orntoft TF;Bartek J;,2004,Oncogene,23,8545,8551,15361851,,,DNA,DGGE,direct,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No
